raw_stability,raw_essentials,raw_volatility,raw_savings
0.4579340143268781,0.40729477647353796,0.11171206910436218,0.8550422070269706
0.4308797078388774,0.650396828035801,0.04402133787193197,0.7994957816118367
0.43277086712528556,0.3266434288737392,0.04791736217539801,0.5298352881577744
0.41990706698603736,0.4095214678223009,0.004208399771705693,0.3649738038971994
0.47585757844382187,0.2980197334701723,0.13882201317993373,0.8307394534790267
0.46771216669921395,0.1826543782152661,0.16122635416698472,0.7002057294867882
0.4496863876537691,0.5095419205455947,0.18639249004652772,0.7261144923239686
0.4424336792811138,0.5160780622214204,0.1715662829450862,0.7079775031077243
0.4306844473604411,0.23807116520949023,0.07415862054510768,0.789808797162864
0.40319983821404004,0.3304045776811233,0.06466530692260532,0.8380391606146933
0.4445164678407287,0.650684683748246,0.15188980866726493,0.8302562663279044
0.4044117425487525,0.634943284511487,0.10673265168367568,0.5587375304474383
0.48368553905837386,0.5676569513456403,0.1182975352366621,0.829874344997531
0.4487847192429173,0.6131598763730522,0.04135450472861424,0.7781194947742555
0.4459633664936499,0.8117014418606561,0.19757156398421535,0.8949570571357869
0.41683263178629776,0.16890558553820068,0.03599709348618931,0.8410514294134983
0.4658100249074214,0.49017161602336656,0.20220849454202874,0.6234208260040224
0.43836994361047327,0.2970877444848965,0.13187286280086766,0.9083789926653676
0.41056860713942267,0.5984831712845222,0.04842795513949483,0.8018406488996714
0.34855935259601273,0.06174256700199798,0.07950896339964582,0.8583617783770359
0.43303896439955036,0.5555656823706226,0.05076043864364886,0.48913078037234603
0.49281975020339275,0.5202228330816423,0.16050133051626447,0.9117590061530406
0.3882895757978588,0.7775025573335904,0.20976289404067894,0.7200591838614591
0.48950631934888034,0.3753179506553912,0.07960400420264961,0.5622277524490485
0.44676376312334326,0.5055441740370679,0.11981210341084504,0.6435056551382612
0.37860009743351797,0.9324611287325953,0.09623835746313851,0.045860424178757075
0.4265419424898239,0.762399919990186,0.12668210961534462,0.5946636462550161
0.38722922617624156,0.1703003233512439,0.20603504519208518,0.4395334119943346
0.4562860695180525,0.08937534243948109,0.0491499943509611,0.6590741913798899
0.42596943265531556,0.8337715292821619,0.09904699912506408,0.7349068170671897
0.5037166348801371,0.5134431219420567,0.15902578523997124,0.8361766781566959
0.4024984438194075,0.14892517908455472,0.09505752177723846,0.8715930815915418
0.4164453045218906,0.3231284428680853,0.0865378234671945,0.6760993642384304
0.45681031889151097,0.17184454914349523,0.05398904835064616,0.33984523881165873
0.4535863079024398,0.2816037154815769,0.10851315972306753,0.6980262330505568
0.4038303663582679,0.5601860829274885,0.1200618709483034,0.8031673011844331
0.4160490507936148,0.6292203202114064,0.04465804789379764,0.732415320276378
0.40255501965643953,0.44554042531231763,0.10578310220499458,0.6601020229851426
0.44328283764736887,0.6058408594804753,0.06374054611896317,0.8075564950364318
0.41933667335447034,0.08378232827472387,0.050283386095229574,0.8022121525999453
0.4476925091861249,0.27596999532548394,0.0505098610114892,0.7765421982029165
0.4292501609884027,0.6458258738323891,0.10274247256800811,0.6539778206941443
0.4371969607651912,0.4881331853771895,0.08001546888849106,0.4154369387282688
0.4036826021195002,0.16242846517242304,0.10370571014928537,0.8115553556178283
0.4379775340140009,0.40870601196500167,0.10083282077605855,0.7095309972028698
0.4282529259672071,0.5863507061975589,0.09461516835740172,0.5239057819733139
0.38526804745418364,0.5564127862238654,0.04443584065685673,0.7959477744961553
0.42217149477005206,0.17035174313055013,0.12945088255042664,0.853854241838738
0.3809758049351776,0.2513498464238797,0.06392393275494128,0.858600633657871
0.42695126728830063,0.7770066210619709,0.01796983457166931,0.8577136126881113
0.40731190548681684,0.12895824023049918,0.06300083771767748,0.6230837445343916
0.478523525014087,0.09321009786030887,0.06965090983638009,0.7823512960905201
0.3581974039901625,0.3925360908758275,0.127019564175362,0.8736891909299961
0.4525856722778575,0.27579966348777085,0.06362627952774212,0.654874109904011
0.41694541300432075,0.8575276567391997,0.16589806996281528,0.5443255207577581
0.47061655043462525,0.2578309146889385,0.07472875675807802,0.6439166708032974
0.432010979333209,0.3252193171635156,0.16526561371070936,0.7174977496352858
0.42875676657288003,0.4182785776859319,0.07382494901359947,0.7449374566414932
0.4837525081629446,0.6470368091395907,0.1565195033529126,0.8149488602549375
0.49502003592780375,0.24737337360784972,0.14679757528157697,0.5919704983283702
0.47081089220126504,0.5753987289197542,0.19161562592173897,0.8880128541978254
0.4452865047222035,0.13923181573393917,0.06434582851113631,0.826879282033315
0.3797143982055453,0.9908822399062585,0.11598394630129642,0.7304310441511832
0.46715223434443237,0.20735196478993845,0.11147800980361905,0.5247222828587859
0.3857909692712812,0.06965362805648856,0.020148710684539165,0.9539826805516309
0.4643653709760176,0.6000516038612849,0.11944677333596428,0.4903242525376919
0.4381687720306788,0.8948135348955251,0.11434544801833625,0.6943585032267362
0.41195427742686963,0.44944144048065104,0.0664637508346877,0.44079278691526735
0.3981058359612838,0.9011224550478726,0.20251566663405857,0.8251934725184562
0.36854605039232763,0.4165536968817949,0.023764468801594905,0.8436616355755311
0.4287057794192785,0.616501208133863,0.10815083078740045,0.8783146189044794
0.38092183720661354,0.23112460939796442,0.0785978191214206,0.7119709867199904
0.4766242910347087,0.6116683624362416,0.14140883662196202,0.8280335188268411
0.40471623571159127,0.8147466778665025,0.05930787862784075,0.2990162020183529
0.3988464533192969,0.975378423356731,0.14378326977487824,0.6130255874988082
0.4276608066253155,0.9950541502424318,0.03681300498209579,0.7827628046553483
0.422623889782573,0.566992716269422,0.15184274486610208,0.671090667196665
0.4161796503288935,0.2827077963372119,0.2429249022732906,0.7187049497329712
0.40361935406603766,0.9551442155309033,0.13295227511805374,0.5714637468496817
0.4231543042726756,0.1054227133044674,0.07971053502166862,0.7676280503231445
0.4516554856076239,0.19964285277033955,0.20937578867665949,0.758480518140547
0.41164114134742497,0.4442979188186883,0.07431731237963846,0.4336547152756854
0.4822218662949318,0.465757377128724,0.05185691014888273,0.6716650123022535
0.3983528957951462,0.14602691122791756,0.05064822234360477,0.6280511654478235
0.41927445442039596,0.39531912937602287,0.10594861411268079,0.7515477968761832
0.41380461735247864,0.42860490911411264,0.07562266999487992,0.8281376240652258
0.420132413712004,0.7184726127213578,0.14573808869141114,0.862740798049682
0.48105341099451576,0.23939957038650528,0.11300064552252047,0.677727987863123
0.348769592901054,0.9447854622273941,0.20842178494350305,0.8999875147733032
0.4513397404553891,0.24487799319138437,0.08228998003712543,0.7251890926220548
0.4316493168742293,0.3789946487517536,0.10400022574327032,0.8274822828220196
0.4055145924686203,0.2543738508194503,0.038210429856426774,0.7486066428720876
0.39538803918202076,0.22460880011333784,0.1251138395031236,0.8471535841582976
0.4451926745868197,0.9523873980201525,0.24199628745284205,0.815886287625418
0.37224911122791704,0.7829033030198602,0.10979914225520672,0.6182718334421038
0.39611479596488386,0.8358630400823208,0.14653284708253247,0.5107220565137827
0.40781270961025695,0.36045335583529603,0.16747500770748655,0.8119776382163317
0.44727687870712396,0.2576307427769797,0.08591231445598635,0.7625757786107641
0.44944741621901624,0.943264579100198,0.0274890178829742,0.5742319093333548
0.45678667034491993,0.6313240059328701,0.03163761799436694,0.6286436787881061
0.4086456559764647,0.5386276827371694,0.0438863966147507,0.827652321723952
0.36666300649355393,0.2758550789514804,0.07821466018711262,0.9225555308112143
0.4276194051017789,0.05970071336072924,0.09948186518193454,0.709169408779061
0.4139122342565358,0.4327654401910932,0.08249952316213689,0.8299106170847054
